UniqueAccession,Climate_relationship,Actual_Extreme_Event,DistalEvent_Type,DistalEvent_EventName,ProximateEvent_Type,ProximateEvent_Duration,ProximateEvent_SpatialExtent,DistalEvent_ReturnTime,Latitude (decimal degrees),Longitude (decimal degrees),Continent/Ocean,Country,ProximateEvent_MonthYearStart (MMYYYY),Type_system ,System_Name,Sampling_MonthYearStart (MMYYYY),Sampling_Duration_Before,Sampling_Duration_During,Sampling_Duration_After,Continuous Monitoring Prior,SamplingUnit_SpatialExtent,ReplicateSamples,Study_SpatialExtent,Extreme_Definition,"NOTE: AT THIS POINT YOU SHOULD CONSIDER ADDING MULTIPLE ROWS FOR A STUDY IF THE AUTHORS FOCUSED ON MORE THAN ONE BIOLOGICAL, CHEMICAL, OR PHYSICAL RESPONSE",BiologicalResponseMeasured,BiologicalResponse_OrganismalGroup,BiologicalResponse_TrophicLevel,BiologicalResponse_Direction,BiologicalResponse_EffectSize,BiologicalResponse_Significance,BiologicalResponse_RawData_PublicallyAvailable,PhysicalResponseCategory,PhysicalResponseMeasured,PhysicalResponse_ParameterMeasured,PhysicalResponse_Direction,PhysicalResponse_EffectSize,PhysicalResponse_Significance,PhysicalResponse_RawData_PublicallyAvailable,ChemicalResponse_Category,ChemicalResponse_Measured,ChemicalResponse_ElementMaterial_Measured,ChemicalResponse_Direction,ChemicalResponse_EffectSize,ChemicalResponse_Significance,ChemicalResponse_RawData_PublicallyAvailable,Comment,second reader,Exclude
53,Y,Y,Cyclone/Typhoon,Hurricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,EVI,vegetation,primary producers,decrease,large - sig,sig,Y,,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Conductivity,increase,large - sig,sig,Y,"Is a river basin a stream/river or a watershed/catchment? Should we consider remotely sensed EVI data as ""percent cover""?",I think watershed/catchment is correct. I think we leave EVI as is since it is a proxy for both plant cover and productivity. A broader question on the definition of extreme events - the authors state that the hurricanes were classified as cateogry 3 and 5. Does this classification count as an 'exteme event' even though it is not explicitly stated so?,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,EVI,vegetation,primary producers,decrease,large - sig,sig,Y,,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Conductivity,increase,large - sig,sig,Y,,should the chemical response effect size be the same? ,
53,Y,Y,Cyclone/Typhoon,Hurricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,vertebrates,primary consumers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,"because the results are the same for each, it makes sense to group; that is also me thinking about simplicity for data analysis....",
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,vertebrates,primary consumers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,,
53,Y,Y,Cyclone/Typhoon,Hurricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,vertebrates,primary consumers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,vertebrates,primary consumers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,,
53,Y,Y,Cyclone/Typhoon,Hurricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,For FC,,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,For FC,,
53,Y,Y,Cyclone/Typhoon,Hurricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,For FE,,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,sig,Y,,,,,,,,,,,,,,,For FE,,
54,Y,Y,Precipitation,,Drought,years,Regional/Continent,undefined,30.27491,-90.366396,N. America,USA,72000,estuary,Lake Pontchartrain,11951,years,years,none,Y,100-1000 sq m,N,100-1000 sq m,Yes with a statistical context-specific definition,,,,,,,,,,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Salinity,increase,large - sig not tested,no response,Y,,A little confusing; kind of measured an extreme event? But did not continue to monitor after the event.,
55,Y,Y,Cyclone/Typhoon,,Flood,months,Regional/Continent,years,13.7563,100.5018,Asia,Thailand,72011,catchment/watershed,Chao Phraya River,72011,none,months,weeks,Y,Regional/Continent,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,water,water connectivity,discharge,multidirectional,large - sig not tested,no response,Y,,,,,,,,"Just a note - this was a modelling paper, so they used spatially-extensive MODIS capture to analyze river connectivity response. They did seem to have flow data before and after the flood, but did not use it. I have put that they measured discharge as the main parameter, but the response they were interested in was river connectivity.",I think it's debatable whether we include this paper - they are using a real extreme event but a modeled (not empirical) response variable.,
56,Y,Y,Precipitation,,Erosion,days,<1 sq m,undefined,see comments,see comments,N. America,USA,42014,stream/river,Vishnu Springs; Thompson Creek,42015,none,months,none,N,<1 sq m,Y,1-10 sq m,Yes with a non-statistical context-specific definition,,percent cover,moss,primary producers,decrease,small - sig,sig,,sediment,sediment,erosion,increase,large - sig not tested,no response,N,,,,,,,,"This study examines the stabiliyt of moss populations at two sties: 1) Vishnu Spring in Illinois (40.43332778, -90.89611111) and Thompson Creek in Virginia (38.67701667, - 77.20777778). No specific extreme event is considered, but the effect of several extreme precipitation events are considered on moss population stability. Moreover, only erosion was correlated to the occurrence of extreme precipitation; thus I only extracted data on erosion, not for moss","I agree this study was ambiguous -- I might change actual extreme event from Y to N. Extreme events were described as > 4cm precipitation within 24 hours and the frequency of such rain events was compared for two locations. While this is a numerical definition, I don't feel like it is a staistical definition, which I would see more as something like ""extreme events are more rain in 24 hours than 99% of rain events"" or ""greater than 2 standard deviations above average"" or something like that ... ? I also think that the moss coverage should be added as the biological response (they also measure species composition but did not relate it to other variables?)- The stream with higher frequency of ""extreme"" rain events suffered significantly more losses of moss plots than the stream with less rain (would classify effect as small-sig). They measured other parameters (soil texture, soil pH, soil electrical conductivity, bank slope, %canopy cover, and leaf cover) for each plot at each visit, while sites were different in regards to several of these, only erosion was related to moss loss.",
57,N,Y,Earthquake,,Volcanic submarine activity/hydrothermal gas release,months,>1000 sq m,undefined,38.637687,15.109844,Europe,Italy,112002,coastal ocean,Southern Tyrrhenian Sea,92006,none,single sample,none,N,<1 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,carbon assimilation,submerged aquatic vegetation,primary producers,non-directional change,large - sig,sig,N,,,,,,,,,,,,,,,,"changed from coastal veg-grasses to submerged aquatic vegetation- seagrass is an SAV, I think coastal veg-grasses are for terrestrial grasses?",
57,N,Y,Earthquake,,Volcanic submarine activity/hydrothermal gas release,months,>1000 sq m,undefined,38.637687,15.109844,Europe,Italy,112002,coastal ocean,Southern Tyrrhenian Sea,92006,none,single sample,none,N,<1 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,growth,submerged aquatic vegetation,primary producers,decrease,large - sig,sig,N,,,,,,,,,,,,,,,,,
58,Y,Y,Drought,,Drought,years,Regional/Continent,years,51.30451,1.209951,Europe,United Kingdom,11992,catchment/watershed,Little Stour Creek,91992,years,single sample,years,Y,1-10 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,invertebrates,multiple trophic levels,decrease,extreme - sig,sig,N,water,streamflow,discharge,decrease,large - sig not tested,no response,N,,,,,,,,"Month not indicated for several of the parameters - only instered years, but could be changed to 01YYYY if easier for analysis.",,
58,Y,Y,Drought,,Drought,years,Regional/Continent,years,51.30451,1.209951,Europe,United Kingdom,11992,catchment/watershed,Little Stour Creek,91992,years,single sample,years,Y,1-10 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,invertebrates,detritivores,decrease,extreme - sig,sig,N,,,,,,,,,,,,,,,,,
58,Y,Y,Drought,,Drought,years,Regional/Continent,years,51.30451,1.209951,Europe,United Kingdom,11992,catchment/watershed,Little Stour Creek,91992,years,single sample,years,Y,1-10 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,invertebrates,multiple trophic levels,increase,extreme - sig,sig,N,,,,,,,,,,,,,,,,,
58,Y,Y,Drought,,Drought,years,Regional/Continent,years,51.30451,1.209951,Europe,United Kingdom,11992,catchment/watershed,Little Stour Creek,91992,years,single sample,years,Y,1-10 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic community structure,invertebrates,multiple trophic levels,multidirectional,unspecified/unclear,no response,N,,,,,,,,,,,,,,,,,
59,Y,,Weather System,,Dessication,weeks,,undefined,32.62972222,34.91944444,Europe,Israel,,marine intertidal,Dor-HaBonim Beach,92012,months,weeks,months,Y,1-10 sq m,Y,100-1000 sq m,Yes with a non-statistical general definition,,percent cover,algae-macro,primary producers,decrease,extreme - sig,sig,N,,,,,,,,,,,,,,,"The extreme event is really prolongued dessication, driven by strong, dry wind and warm temperatures. Not sure that I put distal and proximate event types in right","Should we call it desiccation rather than drought, or is that a jargon difference between freshwater & marine lit? - agree- should be called dessication, not drought, since it is is driven by wind too. thanks! -Jenna",No
59,Y,,Weather System,,Dessication,weeks,,undefined,32.62972222,34.91944444,Europe,Israel,,marine intertidal,Dor-HaBonim Beach,92012,months,weeks,months,Y,1-10 sq m,Y,100-1000 sq m,Yes with a non-statistical general definition,,density,invertebrates,primary consumers,decrease,extreme - sig,sig,N,,,,,,,,,,,,,,,"The extreme event is really prolongued dessication, driven by strong, dry wind and warm temperatures. Not sure that I put distal and proximate event types in right",,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
